,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
984,20,63,0.0,0.0,1.0,8,76,1.0,1.0,3,1.0,1.0,0.0,1.0,4,0.0,2.0,0.0,1.0,D
985,13,70,2.0,1.0,0.0,10,78,1.0,1.0,1,0.0,1.0,0.0,0.0,2,0.0,0.0,2.0,1.0,D
986,29,88,1.0,2.0,0.0,7,96,0.0,1.0,2,0.0,0.0,0.0,2.0,2,0.0,0.0,0.0,1.0,C
987,25,76,1.0,0.0,1.0,6,88,0.0,1.0,1,1.0,1.0,1.0,0.0,3,0.0,1.0,2.0,0.0,D
988,19,95,2.0,0.0,0.0,10,58,0.0,1.0,2,2.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
989,20,72,1.0,1.0,0.0,8,90,2.0,0.0,2,0.0,0.0,1.0,1.0,2,0.0,1.0,0.0,1.0,D
990,21,60,2.0,1.0,1.0,9,62,1.0,1.0,2,0.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
991,8,72,0.0,1.0,1.0,5,72,1.0,1.0,3,2.0,0.0,1.0,2.0,4,0.0,0.0,0.0,1.0,D
992,19,83,1.0,1.0,0.0,8,77,2.0,1.0,1,0.0,1.0,0.0,2.0,4,0.0,0.0,2.0,0.0,D
993,16,75,0.0,0.0,1.0,5,86,1.0,1.0,0,0.0,1.0,0.0,2.0,1,0.0,1.0,1.0,1.0,D
994,14,81,1.0,1.0,1.0,5,58,2.0,1.0,3,0.0,2.0,0.0,0.0,4,0.0,2.0,1.0,0.0,D
995,18,95,1.0,2.0,0.0,8,54,1.0,1.0,2,2.0,1.0,0.0,1.0,3,0.0,1.0,1.0,1.0,C
996,31,96,1.0,1.0,1.0,8,93,0.0,1.0,3,0.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,C
997,24,71,0.0,2.0,1.0,6,91,1.0,1.0,3,2.0,1.0,0.0,1.0,2,0.0,0.0,2.0,1.0,D
998,17,78,0.0,1.0,1.0,9,76,0.0,1.0,4,1.0,1.0,0.0,2.0,2,0.0,1.0,0.0,0.0,D
999,23,82,1.0,2.0,0.0,6,83,1.0,1.0,2,1.0,1.0,1.0,2.0,3,0.0,2.0,1.0,0.0,C
1000,28,98,2.0,1.0,1.0,7,86,1.0,1.0,2,1.0,2.0,1.0,1.0,2,0.0,0.0,0.0,1.0,C
1001,26,100,2.0,2.0,0.0,7,74,0.0,1.0,1,1.0,1.0,0.0,1.0,2,0.0,0.0,2.0,1.0,C
1003,16,89,1.0,1.0,1.0,9,74,1.0,0.0,1,0.0,1.0,0.0,1.0,3,0.0,0.0,2.0,0.0,D
1004,24,75,0.0,1.0,0.0,5,98,2.0,1.0,1,0.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
1005,22,60,1.0,1.0,0.0,6,92,0.0,1.0,2,0.0,2.0,0.0,0.0,2,0.0,0.0,0.0,0.0,D
1006,25,60,1.0,0.0,1.0,5,73,0.0,1.0,1,1.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,D
1007,24,78,0.0,2.0,1.0,10,61,2.0,1.0,2,1.0,1.0,0.0,2.0,4,0.0,1.0,1.0,1.0,D
1008,26,80,1.0,1.0,1.0,7,94,1.0,1.0,1,0.0,1.0,1.0,2.0,2,0.0,2.0,1.0,0.0,C
1009,17,61,0.0,1.0,1.0,6,82,2.0,1.0,0,1.0,2.0,0.0,1.0,4,0.0,2.0,0.0,0.0,D
1010,28,87,1.0,1.0,1.0,7,70,1.0,1.0,2,0.0,1.0,0.0,1.0,2,0.0,2.0,0.0,0.0,C
1011,21,72,1.0,0.0,1.0,8,56,1.0,1.0,0,0.0,1.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
1012,32,82,0.0,1.0,1.0,8,88,0.0,1.0,0,2.0,1.0,0.0,2.0,2,0.0,1.0,1.0,0.0,C
1013,16,72,1.0,1.0,1.0,6,66,0.0,1.0,0,0.0,1.0,1.0,2.0,4,0.0,1.0,0.0,0.0,D
1015,21,76,1.0,0.0,1.0,5,78,2.0,0.0,0,0.0,2.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
1016,16,69,2.0,2.0,1.0,7,85,1.0,1.0,0,2.0,2.0,1.0,0.0,3,0.0,0.0,0.0,1.0,D
1017,17,81,0.0,1.0,1.0,9,77,1.0,1.0,3,0.0,1.0,0.0,1.0,4,0.0,1.0,2.0,0.0,D
1018,18,68,2.0,2.0,0.0,6,82,0.0,1.0,0,1.0,2.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
1020,23,66,1.0,2.0,0.0,6,83,1.0,1.0,0,2.0,1.0,0.0,2.0,2,0.0,0.0,0.0,1.0,D
1021,17,87,1.0,1.0,1.0,5,60,1.0,1.0,4,1.0,1.0,1.0,2.0,3,1.0,0.0,0.0,1.0,D
1022,20,90,2.0,1.0,0.0,8,70,1.0,1.0,0,1.0,1.0,1.0,1.0,3,0.0,0.0,1.0,1.0,D
1023,33,64,1.0,0.0,1.0,10,76,0.0,1.0,2,2.0,2.0,1.0,1.0,3,0.0,0.0,0.0,0.0,D
1024,30,79,0.0,1.0,0.0,8,84,1.0,1.0,3,0.0,1.0,1.0,0.0,3,0.0,1.0,1.0,1.0,D
1025,23,63,1.0,0.0,1.0,6,87,0.0,1.0,1,1.0,1.0,0.0,1.0,2,0.0,2.0,0.0,0.0,D
1026,20,84,1.0,1.0,0.0,6,85,1.0,1.0,0,1.0,1.0,1.0,2.0,3,0.0,0.0,1.0,0.0,D
1027,21,71,1.0,1.0,1.0,10,55,0.0,1.0,1,1.0,1.0,0.0,0.0,4,0.0,0.0,1.0,1.0,D
1029,14,81,1.0,2.0,1.0,6,64,0.0,0.0,2,2.0,2.0,0.0,1.0,2,0.0,0.0,2.0,1.0,D
1030,18,97,0.0,1.0,0.0,7,70,0.0,1.0,0,2.0,1.0,0.0,1.0,2,1.0,0.0,0.0,1.0,D
1031,10,82,2.0,1.0,0.0,7,82,0.0,1.0,2,0.0,2.0,1.0,1.0,4,0.0,0.0,0.0,0.0,D
1032,22,83,1.0,1.0,1.0,8,60,0.0,0.0,4,1.0,1.0,0.0,1.0,2,0.0,2.0,1.0,1.0,D
1033,24,76,0.0,2.0,0.0,9,75,0.0,1.0,0,0.0,1.0,1.0,2.0,5,0.0,0.0,0.0,0.0,D
1034,17,98,2.0,2.0,0.0,9,94,0.0,1.0,0,2.0,0.0,0.0,0.0,3,0.0,1.0,0.0,0.0,C
1035,29,91,1.0,2.0,1.0,7,87,1.0,0.0,2,1.0,2.0,1.0,0.0,4,0.0,1.0,0.0,1.0,C
1036,13,71,1.0,2.0,0.0,7,86,0.0,1.0,2,0.0,1.0,0.0,2.0,3,0.0,2.0,0.0,0.0,D
1037,11,94,0.0,2.0,1.0,8,92,2.0,1.0,0,1.0,1.0,0.0,1.0,4,0.0,0.0,0.0,1.0,D
1038,21,77,1.0,2.0,1.0,6,70,0.0,0.0,2,2.0,1.0,1.0,2.0,2,0.0,1.0,0.0,0.0,D
1039,26,93,1.0,1.0,0.0,8,88,1.0,1.0,1,1.0,2.0,0.0,1.0,4,1.0,1.0,0.0,0.0,C
1040,30,93,2.0,2.0,1.0,7,53,1.0,1.0,3,0.0,1.0,1.0,0.0,2,0.0,2.0,1.0,1.0,C
1041,17,68,0.0,2.0,0.0,8,53,1.0,1.0,0,0.0,1.0,0.0,1.0,2,0.0,1.0,0.0,0.0,D
1042,26,88,0.0,0.0,0.0,10,67,0.0,1.0,0,0.0,0.0,1.0,2.0,3,0.0,0.0,2.0,0.0,D
1043,20,72,2.0,0.0,0.0,8,60,0.0,1.0,0,0.0,1.0,0.0,1.0,5,0.0,0.0,0.0,0.0,D
1044,19,72,2.0,1.0,1.0,7,76,1.0,1.0,1,1.0,2.0,0.0,2.0,2,0.0,0.0,1.0,1.0,D
1045,25,72,0.0,2.0,1.0,6,59,1.0,1.0,2,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,0.0,D
1046,24,89,2.0,1.0,1.0,7,99,1.0,1.0,2,0.0,2.0,1.0,1.0,4,0.0,0.0,0.0,1.0,C
1047,11,69,1.0,1.0,0.0,5,93,1.0,1.0,0,1.0,2.0,0.0,0.0,4,0.0,1.0,0.0,0.0,D
1049,28,89,2.0,0.0,1.0,4,90,2.0,1.0,3,0.0,2.0,0.0,2.0,2,1.0,2.0,1.0,1.0,C
1050,16,67,0.0,2.0,1.0,8,98,1.0,1.0,0,2.0,0.0,1.0,0.0,3,0.0,0.0,1.0,0.0,D
1051,22,64,1.0,2.0,1.0,8,68,1.0,1.0,2,1.0,1.0,0.0,0.0,4,0.0,0.0,0.0,0.0,D
1053,22,75,0.0,0.0,1.0,6,62,1.0,1.0,0,2.0,2.0,0.0,0.0,3,0.0,2.0,0.0,1.0,D
1054,17,79,0.0,2.0,1.0,7,82,1.0,1.0,0,1.0,2.0,0.0,0.0,2,0.0,1.0,0.0,0.0,D
1055,16,62,2.0,1.0,0.0,4,89,2.0,1.0,3,0.0,1.0,0.0,1.0,3,0.0,1.0,0.0,1.0,D
1056,20,99,1.0,1.0,0.0,8,75,1.0,1.0,2,0.0,2.0,1.0,0.0,2,0.0,2.0,2.0,1.0,C
1057,27,89,1.0,1.0,0.0,7,65,1.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,1.0,C
1058,23,73,2.0,1.0,1.0,9,75,1.0,1.0,0,2.0,2.0,1.0,2.0,3,0.0,0.0,1.0,1.0,D
1059,18,73,1.0,2.0,0.0,8,53,1.0,0.0,1,0.0,2.0,0.0,1.0,3,0.0,2.0,1.0,0.0,D
1060,25,78,1.0,1.0,0.0,7,86,1.0,1.0,1,1.0,1.0,0.0,0.0,3,0.0,2.0,1.0,1.0,D
1061,3,85,0.0,2.0,0.0,8,73,0.0,1.0,2,0.0,1.0,1.0,1.0,3,0.0,0.0,0.0,0.0,D
1063,10,68,0.0,1.0,0.0,6,96,0.0,1.0,1,2.0,1.0,0.0,1.0,3,0.0,1.0,1.0,0.0,D
1064,18,94,2.0,1.0,1.0,7,56,0.0,0.0,1,0.0,1.0,0.0,2.0,3,0.0,2.0,0.0,0.0,D
1065,13,70,1.0,1.0,1.0,7,100,1.0,1.0,3,0.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
1066,12,75,1.0,2.0,1.0,6,98,1.0,1.0,2,0.0,1.0,0.0,1.0,2,0.0,1.0,2.0,0.0,D
1067,27,95,1.0,2.0,0.0,7,81,0.0,1.0,3,0.0,1.0,0.0,1.0,2,0.0,0.0,1.0,0.0,C
1068,17,87,1.0,1.0,1.0,7,91,2.0,1.0,3,0.0,2.0,0.0,2.0,3,1.0,1.0,0.0,1.0,C
1069,22,74,1.0,2.0,1.0,10,51,1.0,0.0,1,1.0,1.0,1.0,0.0,4,0.0,0.0,0.0,0.0,D
1070,20,87,1.0,1.0,0.0,7,99,1.0,1.0,3,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,0.0,D
1071,23,61,2.0,0.0,1.0,6,73,1.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,1.0,0.0,0.0,D
1072,20,89,0.0,1.0,1.0,7,95,0.0,1.0,3,0.0,1.0,1.0,1.0,2,0.0,0.0,0.0,0.0,D
1073,12,79,0.0,1.0,1.0,9,69,1.0,1.0,2,0.0,2.0,0.0,1.0,3,0.0,2.0,0.0,0.0,D
1074,26,93,1.0,2.0,1.0,9,89,1.0,1.0,0,0.0,1.0,0.0,1.0,3,0.0,1.0,1.0,0.0,C
1075,17,98,2.0,0.0,1.0,10,71,1.0,1.0,0,0.0,2.0,1.0,2.0,3,0.0,2.0,1.0,1.0,C
1076,11,97,1.0,1.0,1.0,7,68,0.0,1.0,0,0.0,1.0,1.0,0.0,2,0.0,0.0,1.0,1.0,D
1077,17,96,1.0,0.0,0.0,8,97,0.0,1.0,0,1.0,1.0,0.0,0.0,3,0.0,0.0,0.0,1.0,D
1078,29,80,1.0,0.0,0.0,5,85,2.0,1.0,0,2.0,2.0,0.0,1.0,2,0.0,0.0,1.0,0.0,D
1079,25,74,0.0,1.0,1.0,6,92,0.0,1.0,4,1.0,1.0,1.0,2.0,3,0.0,2.0,0.0,0.0,C
1080,18,79,1.0,1.0,1.0,5,77,0.0,1.0,1,0.0,2.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
1081,18,88,2.0,2.0,1.0,8,96,0.0,1.0,1,0.0,1.0,0.0,2.0,3,0.0,0.0,2.0,1.0,D
1082,18,95,2.0,1.0,1.0,7,87,2.0,1.0,5,1.0,1.0,0.0,1.0,2,0.0,1.0,0.0,0.0,C
1083,32,68,0.0,1.0,1.0,7,54,1.0,1.0,1,0.0,1.0,1.0,1.0,1,0.0,2.0,0.0,0.0,D
1084,22,97,1.0,1.0,1.0,6,88,2.0,1.0,1,0.0,0.0,1.0,2.0,4,0.0,1.0,0.0,0.0,C
1086,26,99,0.0,2.0,1.0,4,91,2.0,1.0,2,2.0,0.0,0.0,1.0,4,0.0,2.0,1.0,1.0,C
1087,21,95,1.0,0.0,1.0,7,67,1.0,1.0,3,1.0,1.0,0.0,2.0,2,0.0,1.0,2.0,1.0,C
1088,18,71,0.0,0.0,0.0,7,80,1.0,1.0,1,1.0,0.0,0.0,1.0,4,0.0,2.0,1.0,1.0,D
1089,19,64,1.0,1.0,0.0,4,87,2.0,1.0,2,1.0,1.0,1.0,2.0,4,0.0,0.0,1.0,0.0,D
1090,20,64,1.0,2.0,0.0,8,82,1.0,1.0,3,1.0,0.0,0.0,0.0,3,0.0,0.0,1.0,1.0,D
1091,20,72,1.0,2.0,0.0,7,84,0.0,1.0,2,1.0,2.0,0.0,0.0,2,0.0,0.0,1.0,1.0,D
1092,24,85,1.0,1.0,1.0,8,95,1.0,1.0,2,1.0,1.0,0.0,0.0,4,0.0,0.0,0.0,1.0,C
1093,20,92,1.0,0.0,0.0,10,69,1.0,1.0,0,0.0,1.0,0.0,2.0,2,0.0,2.0,2.0,0.0,D
1094,24,96,1.0,1.0,1.0,7,77,0.0,0.0,0,0.0,1.0,0.0,0.0,2,1.0,0.0,0.0,1.0,D
1095,20,85,1.0,2.0,0.0,8,59,1.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,2.0,2.0,1.0,D
1096,20,60,1.0,1.0,0.0,9,73,2.0,1.0,4,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,0.0,D
1097,8,67,2.0,1.0,1.0,8,58,0.0,1.0,2,1.0,1.0,0.0,2.0,1,0.0,2.0,1.0,1.0,D
1098,25,64,1.0,0.0,1.0,6,82,0.0,1.0,2,0.0,1.0,0.0,0.0,3,0.0,0.0,1.0,1.0,D
1099,22,75,1.0,0.0,1.0,5,66,0.0,1.0,2,0.0,1.0,0.0,2.0,2,0.0,0.0,2.0,0.0,B
1100,26,80,1.0,1.0,1.0,8,93,1.0,1.0,2,0.0,0.0,0.0,1.0,1,0.0,2.0,1.0,0.0,D
1101,3,62,1.0,0.0,0.0,6,67,1.0,1.0,1,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,0.0,E
1102,33,74,1.0,1.0,0.0,9,64,1.0,1.0,2,1.0,1.0,1.0,1.0,4,0.0,2.0,0.0,1.0,C
1103,19,67,1.0,1.0,1.0,6,75,2.0,1.0,1,0.0,1.0,0.0,1.0,3,0.0,1.0,0.0,1.0,D
1104,27,86,0.0,1.0,1.0,7,59,0.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
1105,14,79,1.0,0.0,1.0,5,60,1.0,1.0,3,0.0,1.0,0.0,0.0,5,0.0,0.0,0.0,0.0,D
1106,24,80,1.0,1.0,0.0,6,89,1.0,1.0,1,0.0,2.0,0.0,1.0,3,0.0,1.0,0.0,0.0,D
1107,14,77,0.0,2.0,0.0,6,75,1.0,1.0,1,1.0,2.0,0.0,1.0,4,1.0,0.0,0.0,1.0,B
1108,16,98,1.0,0.0,1.0,6,60,1.0,1.0,1,1.0,1.0,1.0,2.0,3,0.0,0.0,2.0,0.0,D
1109,31,69,1.0,1.0,0.0,7,52,1.0,0.0,2,2.0,0.0,0.0,1.0,5,0.0,1.0,2.0,0.0,A
1110,19,81,2.0,2.0,0.0,6,73,0.0,0.0,1,0.0,2.0,1.0,2.0,3,0.0,0.0,0.0,1.0,D
1111,21,89,0.0,1.0,1.0,10,87,0.0,1.0,3,1.0,1.0,0.0,2.0,3,0.0,1.0,0.0,0.0,C
1112,25,82,2.0,0.0,0.0,8,68,1.0,1.0,1,0.0,2.0,0.0,1.0,3,0.0,1.0,0.0,0.0,D
1113,23,97,1.0,0.0,1.0,9,62,1.0,1.0,0,0.0,1.0,1.0,2.0,2,0.0,2.0,0.0,0.0,C
1114,21,75,1.0,1.0,1.0,7,70,0.0,1.0,3,1.0,1.0,0.0,2.0,4,1.0,2.0,0.0,0.0,D
1115,22,79,1.0,1.0,1.0,7,98,2.0,1.0,0,2.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
1116,34,64,1.0,1.0,0.0,6,71,2.0,1.0,0,0.0,2.0,1.0,0.0,4,0.0,0.0,0.0,1.0,D
1117,20,84,2.0,2.0,1.0,10,63,1.0,1.0,0,0.0,1.0,1.0,2.0,4,0.0,0.0,0.0,1.0,D
1118,21,72,1.0,2.0,0.0,7,78,0.0,0.0,0,2.0,1.0,0.0,1.0,1,1.0,0.0,0.0,1.0,D
1120,27,82,1.0,2.0,0.0,6,51,0.0,1.0,1,0.0,1.0,0.0,0.0,3,0.0,0.0,1.0,0.0,D
1121,27,81,1.0,1.0,0.0,8,78,1.0,1.0,0,1.0,1.0,0.0,2.0,3,0.0,0.0,1.0,0.0,D
1122,24,63,1.0,1.0,1.0,9,92,1.0,1.0,4,1.0,1.0,1.0,2.0,4,0.0,2.0,0.0,0.0,D
1123,13,88,2.0,0.0,1.0,9,61,0.0,1.0,4,1.0,1.0,1.0,0.0,3,0.0,0.0,0.0,1.0,D
1124,30,85,1.0,1.0,1.0,6,96,0.0,1.0,1,1.0,1.0,1.0,1.0,4,0.0,0.0,0.0,1.0,C
1125,13,68,0.0,1.0,1.0,6,79,1.0,1.0,1,2.0,1.0,1.0,0.0,3,0.0,1.0,0.0,0.0,D
1126,22,79,1.0,1.0,0.0,9,76,1.0,1.0,1,0.0,1.0,1.0,2.0,2,0.0,0.0,0.0,0.0,D
1127,15,89,2.0,0.0,0.0,10,98,0.0,1.0,0,0.0,1.0,1.0,2.0,2,0.0,1.0,0.0,0.0,D
1128,20,81,2.0,2.0,1.0,7,56,0.0,0.0,1,1.0,1.0,1.0,2.0,3,0.0,0.0,0.0,0.0,D
1129,22,76,1.0,0.0,0.0,9,87,0.0,1.0,2,0.0,2.0,0.0,1.0,3,1.0,1.0,0.0,1.0,D
1130,22,73,2.0,0.0,0.0,5,91,1.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,2.0,1.0,0.0,D
1131,23,84,0.0,0.0,0.0,6,74,1.0,0.0,3,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,1.0,D
1132,30,98,0.0,0.0,1.0,5,50,2.0,1.0,0,0.0,2.0,0.0,0.0,2,0.0,1.0,0.0,0.0,C
1133,23,87,0.0,2.0,0.0,8,76,1.0,1.0,2,2.0,1.0,0.0,2.0,5,1.0,2.0,0.0,1.0,C
1134,19,63,0.0,2.0,1.0,7,58,1.0,1.0,2,0.0,2.0,1.0,1.0,3,0.0,2.0,0.0,1.0,D
1135,26,78,0.0,2.0,1.0,7,78,0.0,1.0,4,1.0,1.0,1.0,1.0,4,0.0,0.0,1.0,1.0,D
1136,27,96,1.0,2.0,1.0,9,87,0.0,0.0,0,1.0,2.0,0.0,2.0,2,0.0,1.0,1.0,0.0,C
1137,13,64,1.0,0.0,1.0,6,77,1.0,1.0,0,0.0,2.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
1138,24,100,1.0,0.0,1.0,7,82,0.0,1.0,1,1.0,2.0,1.0,2.0,3,0.0,0.0,1.0,0.0,C
1139,24,98,1.0,1.0,1.0,5,55,2.0,1.0,0,1.0,1.0,0.0,2.0,3,0.0,0.0,1.0,0.0,C
1140,18,63,2.0,2.0,0.0,9,55,1.0,1.0,2,2.0,2.0,1.0,2.0,2,0.0,2.0,0.0,1.0,D
1141,28,97,1.0,1.0,0.0,9,93,0.0,1.0,3,1.0,2.0,0.0,1.0,3,0.0,0.0,0.0,1.0,C
1142,19,75,1.0,1.0,0.0,8,52,2.0,1.0,0,0.0,1.0,0.0,0.0,4,0.0,2.0,1.0,0.0,D
1143,21,94,1.0,0.0,1.0,7,64,0.0,1.0,2,1.0,1.0,1.0,1.0,2,0.0,0.0,0.0,0.0,D
1144,19,77,2.0,0.0,0.0,6,97,0.0,1.0,4,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,D
1145,20,78,1.0,1.0,0.0,5,73,0.0,1.0,1,0.0,1.0,0.0,0.0,3,0.0,1.0,0.0,1.0,D
1146,13,85,0.0,2.0,1.0,7,84,1.0,0.0,0,0.0,1.0,0.0,1.0,5,0.0,0.0,1.0,1.0,D
1147,11,91,1.0,0.0,0.0,8,61,1.0,1.0,1,2.0,1.0,1.0,2.0,3,0.0,2.0,2.0,0.0,D
1148,30,61,2.0,2.0,0.0,10,64,0.0,1.0,4,1.0,1.0,0.0,2.0,2,0.0,2.0,1.0,0.0,D
1150,14,67,1.0,2.0,0.0,7,82,0.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,0.0,2.0,1.0,D
1151,7,74,0.0,2.0,0.0,9,98,2.0,1.0,3,2.0,0.0,0.0,1.0,2,0.0,0.0,1.0,0.0,D
1152,16,74,2.0,0.0,0.0,9,79,2.0,1.0,0,2.0,1.0,0.0,1.0,4,0.0,2.0,1.0,1.0,D
1153,12,79,0.0,2.0,0.0,6,55,1.0,1.0,1,0.0,2.0,1.0,1.0,4,0.0,1.0,2.0,1.0,D
1154,30,73,0.0,1.0,0.0,7,68,1.0,1.0,0,0.0,2.0,0.0,2.0,2,0.0,2.0,0.0,0.0,D
1155,26,64,0.0,2.0,0.0,6,62,0.0,1.0,1,0.0,1.0,1.0,2.0,5,0.0,0.0,1.0,0.0,D
1156,16,66,1.0,0.0,0.0,6,63,0.0,1.0,2,1.0,2.0,0.0,1.0,3,0.0,1.0,1.0,0.0,D
1157,34,61,0.0,1.0,0.0,9,75,1.0,1.0,1,0.0,1.0,0.0,1.0,2,0.0,1.0,2.0,0.0,D
1158,26,79,2.0,0.0,0.0,7,66,1.0,1.0,1,2.0,1.0,0.0,2.0,5,1.0,0.0,1.0,0.0,D
1159,18,98,2.0,0.0,0.0,7,64,1.0,1.0,0,1.0,1.0,0.0,2.0,4,0.0,2.0,1.0,0.0,C
1160,5,65,1.0,2.0,1.0,7,98,0.0,1.0,1,0.0,0.0,1.0,2.0,3,0.0,0.0,2.0,0.0,E
1161,34,98,1.0,2.0,0.0,7,79,1.0,1.0,1,0.0,1.0,1.0,1.0,4,0.0,1.0,0.0,0.0,C
1162,12,89,0.0,1.0,1.0,7,63,1.0,1.0,4,0.0,2.0,0.0,1.0,2,0.0,1.0,0.0,0.0,D
1163,10,85,1.0,1.0,1.0,6,64,0.0,1.0,1,1.0,1.0,0.0,0.0,3,0.0,1.0,0.0,0.0,D
1164,26,86,1.0,2.0,1.0,9,91,1.0,1.0,3,2.0,1.0,0.0,1.0,3,1.0,0.0,0.0,1.0,C
1165,35,93,1.0,1.0,1.0,6,94,1.0,1.0,5,1.0,1.0,0.0,1.0,2,1.0,1.0,0.0,1.0,C
1166,28,64,1.0,2.0,1.0,6,84,0.0,1.0,2,1.0,1.0,1.0,2.0,2,0.0,2.0,0.0,0.0,D
1167,23,80,0.0,1.0,0.0,7,72,0.0,1.0,0,0.0,2.0,0.0,0.0,5,0.0,0.0,0.0,0.0,D
1168,24,88,2.0,1.0,0.0,10,88,0.0,1.0,2,2.0,2.0,0.0,2.0,1,0.0,2.0,2.0,1.0,C
1169,25,83,1.0,2.0,1.0,6,97,0.0,1.0,0,0.0,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
1170,25,93,2.0,1.0,0.0,8,58,1.0,1.0,0,2.0,1.0,1.0,2.0,4,0.0,0.0,1.0,1.0,C
1171,22,63,2.0,1.0,0.0,7,93,2.0,1.0,0,1.0,1.0,1.0,1.0,2,0.0,0.0,2.0,0.0,D
1172,21,88,2.0,2.0,1.0,7,92,2.0,1.0,2,1.0,1.0,0.0,2.0,3,0.0,2.0,0.0,1.0,C
1173,20,81,1.0,2.0,1.0,8,68,1.0,1.0,0,1.0,1.0,0.0,1.0,3,0.0,1.0,0.0,0.0,D
1174,15,75,1.0,2.0,1.0,4,65,2.0,1.0,1,0.0,0.0,1.0,2.0,4,0.0,2.0,1.0,1.0,D
1175,18,74,1.0,1.0,0.0,6,78,2.0,1.0,0,2.0,1.0,0.0,2.0,2,0.0,0.0,1.0,1.0,D
1176,10,85,2.0,1.0,1.0,8,64,0.0,1.0,2,2.0,1.0,0.0,1.0,3,0.0,2.0,0.0,1.0,D
1177,19,96,1.0,1.0,0.0,7,57,2.0,1.0,0,0.0,1.0,0.0,2.0,3,0.0,0.0,0.0,1.0,D
1178,14,80,2.0,0.0,1.0,7,98,2.0,1.0,2,0.0,2.0,1.0,0.0,2,0.0,0.0,0.0,0.0,D
1179,13,93,1.0,2.0,1.0,8,75,1.0,1.0,1,1.0,1.0,1.0,2.0,2,0.0,0.0,0.0,0.0,D
1180,21,76,1.0,1.0,1.0,6,74,1.0,1.0,2,1.0,1.0,1.0,1.0,3,0.0,0.0,0.0,0.0,D
1181,28,64,1.0,1.0,1.0,9,56,1.0,1.0,1,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,D
1182,26,62,2.0,2.0,0.0,8,75,1.0,1.0,2,1.0,1.0,0.0,1.0,2,0.0,1.0,1.0,0.0,D
1183,11,62,0.0,2.0,1.0,7,87,2.0,0.0,3,0.0,2.0,0.0,2.0,3,0.0,0.0,2.0,1.0,D
1184,14,75,1.0,0.0,1.0,8,62,0.0,1.0,0,2.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,D
1185,26,73,1.0,1.0,1.0,9,68,2.0,1.0,4,1.0,1.0,0.0,1.0,2,0.0,0.0,2.0,0.0,D
1186,14,89,0.0,2.0,0.0,6,59,0.0,1.0,2,0.0,2.0,0.0,1.0,5,0.0,2.0,1.0,0.0,D
1187,19,90,1.0,1.0,0.0,8,68,0.0,1.0,0,2.0,1.0,0.0,0.0,4,0.0,0.0,1.0,0.0,D
1189,14,69,0.0,2.0,0.0,8,62,2.0,1.0,1,1.0,2.0,1.0,1.0,2,0.0,0.0,0.0,0.0,D
1190,21,71,1.0,1.0,1.0,7,51,1.0,1.0,3,1.0,2.0,1.0,1.0,3,0.0,2.0,1.0,1.0,D
1191,12,82,2.0,1.0,1.0,10,77,2.0,1.0,0,1.0,1.0,0.0,1.0,4,0.0,1.0,2.0,1.0,D
1192,16,66,2.0,1.0,1.0,7,79,2.0,1.0,0,2.0,2.0,1.0,1.0,3,0.0,1.0,0.0,1.0,D
1193,22,65,1.0,1.0,1.0,9,66,2.0,1.0,2,1.0,1.0,0.0,0.0,4,0.0,0.0,0.0,0.0,D
1194,10,98,1.0,1.0,1.0,6,82,1.0,1.0,2,2.0,1.0,0.0,2.0,2,0.0,1.0,1.0,0.0,D
