Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
22,79,1.0,1.0,0.0,9,76,1.0,1.0,1,0.0,1.0,1.0,2.0,2,0.0,0.0,0.0,0.0,D
15,89,2.0,0.0,0.0,10,98,0.0,1.0,0,0.0,1.0,1.0,2.0,2,0.0,1.0,0.0,0.0,D
20,81,2.0,2.0,1.0,7,56,0.0,0.0,1,1.0,1.0,1.0,2.0,3,0.0,0.0,0.0,0.0,D
22,76,1.0,0.0,0.0,9,87,0.0,1.0,2,0.0,2.0,0.0,1.0,3,1.0,1.0,0.0,1.0,D
22,73,2.0,0.0,0.0,5,91,1.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,2.0,1.0,0.0,D
23,84,0.0,0.0,0.0,6,74,1.0,0.0,3,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,1.0,D
30,98,0.0,0.0,1.0,5,50,2.0,1.0,0,0.0,2.0,0.0,0.0,2,0.0,1.0,0.0,0.0,C
23,87,0.0,2.0,0.0,8,76,1.0,1.0,2,2.0,1.0,0.0,2.0,5,1.0,2.0,0.0,1.0,C
19,63,0.0,2.0,1.0,7,58,1.0,1.0,2,0.0,2.0,1.0,1.0,3,0.0,2.0,0.0,1.0,D
26,78,0.0,2.0,1.0,7,78,0.0,1.0,4,1.0,1.0,1.0,1.0,4,0.0,0.0,1.0,1.0,D
27,96,1.0,2.0,1.0,9,87,0.0,0.0,0,1.0,2.0,0.0,2.0,2,0.0,1.0,1.0,0.0,C
13,64,1.0,0.0,1.0,6,77,1.0,1.0,0,0.0,2.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
24,100,1.0,0.0,1.0,7,82,0.0,1.0,1,1.0,2.0,1.0,2.0,3,0.0,0.0,1.0,0.0,C
24,98,1.0,1.0,1.0,5,55,2.0,1.0,0,1.0,1.0,0.0,2.0,3,0.0,0.0,1.0,0.0,C
18,63,2.0,2.0,0.0,9,55,1.0,1.0,2,2.0,2.0,1.0,2.0,2,0.0,2.0,0.0,1.0,D
28,97,1.0,1.0,0.0,9,93,0.0,1.0,3,1.0,2.0,0.0,1.0,3,0.0,0.0,0.0,1.0,C
19,75,1.0,1.0,0.0,8,52,2.0,1.0,0,0.0,1.0,0.0,0.0,4,0.0,2.0,1.0,0.0,D
21,94,1.0,0.0,1.0,7,64,0.0,1.0,2,1.0,1.0,1.0,1.0,2,0.0,0.0,0.0,0.0,D
19,77,2.0,0.0,0.0,6,97,0.0,1.0,4,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,D
20,78,1.0,1.0,0.0,5,73,0.0,1.0,1,0.0,1.0,0.0,0.0,3,0.0,1.0,0.0,1.0,D
13,85,0.0,2.0,1.0,7,84,1.0,0.0,0,0.0,1.0,0.0,1.0,5,0.0,0.0,1.0,1.0,D
11,91,1.0,0.0,0.0,8,61,1.0,1.0,1,2.0,1.0,1.0,2.0,3,0.0,2.0,2.0,0.0,D
30,61,2.0,2.0,0.0,10,64,0.0,1.0,4,1.0,1.0,0.0,2.0,2,0.0,2.0,1.0,0.0,D
14,67,1.0,2.0,0.0,7,82,0.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,0.0,2.0,1.0,D
7,74,0.0,2.0,0.0,9,98,2.0,1.0,3,2.0,0.0,0.0,1.0,2,0.0,0.0,1.0,0.0,D
16,74,2.0,0.0,0.0,9,79,2.0,1.0,0,2.0,1.0,0.0,1.0,4,0.0,2.0,1.0,1.0,D
12,79,0.0,2.0,0.0,6,55,1.0,1.0,1,0.0,2.0,1.0,1.0,4,0.0,1.0,2.0,1.0,D
30,73,0.0,1.0,0.0,7,68,1.0,1.0,0,0.0,2.0,0.0,2.0,2,0.0,2.0,0.0,0.0,D
26,64,0.0,2.0,0.0,6,62,0.0,1.0,1,0.0,1.0,1.0,2.0,5,0.0,0.0,1.0,0.0,D
16,66,1.0,0.0,0.0,6,63,0.0,1.0,2,1.0,2.0,0.0,1.0,3,0.0,1.0,1.0,0.0,D
34,61,0.0,1.0,0.0,9,75,1.0,1.0,1,0.0,1.0,0.0,1.0,2,0.0,1.0,2.0,0.0,D
26,79,2.0,0.0,0.0,7,66,1.0,1.0,1,2.0,1.0,0.0,2.0,5,1.0,0.0,1.0,0.0,D
18,98,2.0,0.0,0.0,7,64,1.0,1.0,0,1.0,1.0,0.0,2.0,4,0.0,2.0,1.0,0.0,C
5,65,1.0,2.0,1.0,7,98,0.0,1.0,1,0.0,0.0,1.0,2.0,3,0.0,0.0,2.0,0.0,E
34,98,1.0,2.0,0.0,7,79,1.0,1.0,1,0.0,1.0,1.0,1.0,4,0.0,1.0,0.0,0.0,C
12,89,0.0,1.0,1.0,7,63,1.0,1.0,4,0.0,2.0,0.0,1.0,2,0.0,1.0,0.0,0.0,D
10,85,1.0,1.0,1.0,6,64,0.0,1.0,1,1.0,1.0,0.0,0.0,3,0.0,1.0,0.0,0.0,D
26,86,1.0,2.0,1.0,9,91,1.0,1.0,3,2.0,1.0,0.0,1.0,3,1.0,0.0,0.0,1.0,C
35,93,1.0,1.0,1.0,6,94,1.0,1.0,5,1.0,1.0,0.0,1.0,2,1.0,1.0,0.0,1.0,C
28,64,1.0,2.0,1.0,6,84,0.0,1.0,2,1.0,1.0,1.0,2.0,2,0.0,2.0,0.0,0.0,D
23,80,0.0,1.0,0.0,7,72,0.0,1.0,0,0.0,2.0,0.0,0.0,5,0.0,0.0,0.0,0.0,D
24,88,2.0,1.0,0.0,10,88,0.0,1.0,2,2.0,2.0,0.0,2.0,1,0.0,2.0,2.0,1.0,C
25,83,1.0,2.0,1.0,6,97,0.0,1.0,0,0.0,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
25,93,2.0,1.0,0.0,8,58,1.0,1.0,0,2.0,1.0,1.0,2.0,4,0.0,0.0,1.0,1.0,C
22,63,2.0,1.0,0.0,7,93,2.0,1.0,0,1.0,1.0,1.0,1.0,2,0.0,0.0,2.0,0.0,D
21,88,2.0,2.0,1.0,7,92,2.0,1.0,2,1.0,1.0,0.0,2.0,3,0.0,2.0,0.0,1.0,C
20,81,1.0,2.0,1.0,8,68,1.0,1.0,0,1.0,1.0,0.0,1.0,3,0.0,1.0,0.0,0.0,D
15,75,1.0,2.0,1.0,4,65,2.0,1.0,1,0.0,0.0,1.0,2.0,4,0.0,2.0,1.0,1.0,D
18,74,1.0,1.0,0.0,6,78,2.0,1.0,0,2.0,1.0,0.0,2.0,2,0.0,0.0,1.0,1.0,D
10,85,2.0,1.0,1.0,8,64,0.0,1.0,2,2.0,1.0,0.0,1.0,3,0.0,2.0,0.0,1.0,D
19,96,1.0,1.0,0.0,7,57,2.0,1.0,0,0.0,1.0,0.0,2.0,3,0.0,0.0,0.0,1.0,D
14,80,2.0,0.0,1.0,7,98,2.0,1.0,2,0.0,2.0,1.0,0.0,2,0.0,0.0,0.0,0.0,D
13,93,1.0,2.0,1.0,8,75,1.0,1.0,1,1.0,1.0,1.0,2.0,2,0.0,0.0,0.0,0.0,D
21,76,1.0,1.0,1.0,6,74,1.0,1.0,2,1.0,1.0,1.0,1.0,3,0.0,0.0,0.0,0.0,D
28,64,1.0,1.0,1.0,9,56,1.0,1.0,1,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,D
26,62,2.0,2.0,0.0,8,75,1.0,1.0,2,1.0,1.0,0.0,1.0,2,0.0,1.0,1.0,0.0,D
11,62,0.0,2.0,1.0,7,87,2.0,0.0,3,0.0,2.0,0.0,2.0,3,0.0,0.0,2.0,1.0,D
14,75,1.0,0.0,1.0,8,62,0.0,1.0,0,2.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,D
26,73,1.0,1.0,1.0,9,68,2.0,1.0,4,1.0,1.0,0.0,1.0,2,0.0,0.0,2.0,0.0,D
14,89,0.0,2.0,0.0,6,59,0.0,1.0,2,0.0,2.0,0.0,1.0,5,0.0,2.0,1.0,0.0,D
19,90,1.0,1.0,0.0,8,68,0.0,1.0,0,2.0,1.0,0.0,0.0,4,0.0,0.0,1.0,0.0,D
14,69,0.0,2.0,0.0,8,62,2.0,1.0,1,1.0,2.0,1.0,1.0,2,0.0,0.0,0.0,0.0,D
21,71,1.0,1.0,1.0,7,51,1.0,1.0,3,1.0,2.0,1.0,1.0,3,0.0,2.0,1.0,1.0,D
12,82,2.0,1.0,1.0,10,77,2.0,1.0,0,1.0,1.0,0.0,1.0,4,0.0,1.0,2.0,1.0,D
16,66,2.0,1.0,1.0,7,79,2.0,1.0,0,2.0,2.0,1.0,1.0,3,0.0,1.0,0.0,1.0,D
22,65,1.0,1.0,1.0,9,66,2.0,1.0,2,1.0,1.0,0.0,0.0,4,0.0,0.0,0.0,0.0,D
10,98,1.0,1.0,1.0,6,82,1.0,1.0,2,2.0,1.0,0.0,2.0,2,0.0,1.0,1.0,0.0,D
23,92,1.0,2.0,0.0,9,52,2.0,1.0,1,2.0,1.0,1.0,2.0,2,0.0,0.0,0.0,1.0,C
20,67,2.0,2.0,0.0,6,67,2.0,1.0,1,1.0,2.0,0.0,2.0,2,1.0,1.0,0.0,1.0,D
23,76,1.0,1.0,1.0,7,57,2.0,1.0,1,1.0,1.0,0.0,0.0,3,0.0,0.0,1.0,1.0,D
21,74,1.0,2.0,1.0,6,61,0.0,0.0,0,0.0,1.0,1.0,2.0,4,0.0,0.0,0.0,0.0,D
28,92,0.0,1.0,0.0,10,69,1.0,1.0,4,0.0,1.0,0.0,1.0,4,0.0,0.0,1.0,1.0,C
21,80,1.0,2.0,0.0,7,75,2.0,1.0,3,1.0,2.0,1.0,1.0,2,0.0,0.0,2.0,0.0,D
17,65,0.0,0.0,1.0,5,55,1.0,1.0,2,0.0,1.0,0.0,2.0,3,0.0,0.0,0.0,1.0,D
21,90,2.0,1.0,1.0,7,55,2.0,1.0,1,0.0,2.0,0.0,1.0,4,0.0,0.0,0.0,1.0,C
23,76,1.0,1.0,0.0,8,84,2.0,1.0,2,2.0,1.0,0.0,2.0,4,0.0,1.0,0.0,1.0,C
20,71,1.0,1.0,0.0,7,70,2.0,1.0,0,2.0,2.0,0.0,0.0,4,0.0,0.0,0.0,1.0,D
20,75,1.0,0.0,1.0,6,59,1.0,1.0,2,1.0,1.0,0.0,0.0,1,0.0,2.0,1.0,0.0,D
16,80,2.0,2.0,1.0,9,62,0.0,1.0,0,2.0,1.0,0.0,1.0,4,0.0,2.0,0.0,1.0,D
16,74,0.0,1.0,1.0,9,86,0.0,1.0,1,0.0,1.0,1.0,1.0,2,0.0,0.0,0.0,1.0,D
12,70,1.0,2.0,0.0,5,53,1.0,1.0,2,0.0,1.0,1.0,2.0,3,0.0,1.0,0.0,0.0,D
30,76,1.0,1.0,1.0,6,75,0.0,1.0,3,2.0,1.0,0.0,2.0,3,0.0,1.0,0.0,1.0,C
13,61,2.0,0.0,0.0,7,68,0.0,0.0,1,1.0,1.0,0.0,1.0,2,0.0,0.0,0.0,0.0,E
16,91,1.0,1.0,1.0,6,91,1.0,1.0,1,1.0,1.0,0.0,1.0,2,0.0,0.0,1.0,1.0,D
16,67,1.0,2.0,0.0,8,90,2.0,1.0,1,2.0,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
25,62,1.0,1.0,0.0,10,84,0.0,1.0,2,0.0,1.0,0.0,2.0,3,0.0,1.0,0.0,1.0,D
18,86,2.0,0.0,1.0,6,69,0.0,1.0,2,1.0,2.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
27,91,0.0,2.0,1.0,9,82,1.0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,2.0,0.0,D
16,93,1.0,1.0,1.0,5,82,0.0,1.0,5,2.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,C
22,80,0.0,1.0,0.0,8,67,0.0,1.0,2,0.0,0.0,1.0,2.0,2,0.0,2.0,1.0,0.0,D
15,68,0.0,1.0,1.0,6,94,0.0,1.0,0,1.0,2.0,0.0,1.0,5,0.0,2.0,0.0,1.0,D
33,89,0.0,1.0,0.0,8,99,1.0,1.0,2,2.0,2.0,1.0,2.0,4,0.0,1.0,1.0,0.0,C
13,88,2.0,1.0,0.0,4,66,0.0,1.0,1,0.0,2.0,0.0,2.0,4,0.0,0.0,0.0,1.0,D
22,70,1.0,2.0,1.0,5,90,2.0,1.0,1,1.0,2.0,0.0,1.0,3,0.0,1.0,2.0,1.0,D
24,96,2.0,2.0,0.0,8,75,0.0,1.0,1,1.0,1.0,0.0,2.0,1,0.0,1.0,1.0,1.0,C
22,64,1.0,1.0,0.0,6,73,2.0,1.0,3,1.0,1.0,0.0,2.0,4,0.0,2.0,1.0,1.0,D
19,99,2.0,1.0,0.0,7,69,1.0,1.0,1,2.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,C
19,94,1.0,0.0,1.0,10,65,2.0,1.0,1,0.0,2.0,0.0,0.0,3,0.0,2.0,1.0,0.0,D
20,88,0.0,0.0,0.0,7,96,0.0,1.0,0,2.0,2.0,0.0,2.0,3,0.0,2.0,1.0,0.0,D
19,98,1.0,1.0,1.0,8,87,1.0,1.0,0,1.0,1.0,1.0,0.0,6,0.0,0.0,0.0,0.0,C
26,89,1.0,1.0,0.0,6,72,2.0,1.0,1,0.0,1.0,0.0,1.0,3,1.0,1.0,0.0,1.0,D
33,68,1.0,0.0,1.0,5,88,1.0,1.0,2,0.0,1.0,0.0,0.0,1,0.0,1.0,1.0,0.0,D
17,78,1.0,1.0,0.0,7,86,1.0,0.0,0,0.0,0.0,0.0,1.0,3,0.0,1.0,0.0,1.0,D
12,63,1.0,2.0,0.0,5,63,0.0,1.0,4,0.0,1.0,1.0,2.0,2,0.0,0.0,1.0,0.0,D
19,76,1.0,2.0,1.0,6,59,1.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,1.0,D
35,90,2.0,1.0,1.0,7,92,0.0,0.0,0,0.0,1.0,1.0,1.0,4,0.0,0.0,0.0,0.0,C
15,75,1.0,2.0,1.0,7,91,2.0,1.0,0,1.0,2.0,0.0,1.0,3,0.0,1.0,1.0,0.0,D
30,73,2.0,1.0,1.0,8,100,1.0,1.0,2,2.0,2.0,0.0,1.0,2,0.0,0.0,0.0,1.0,C
30,84,2.0,1.0,0.0,8,51,0.0,1.0,1,0.0,1.0,0.0,2.0,4,1.0,2.0,2.0,0.0,D
17,95,0.0,2.0,0.0,5,77,1.0,1.0,2,1.0,1.0,0.0,2.0,4,0.0,0.0,1.0,1.0,D
23,62,0.0,2.0,1.0,6,85,1.0,1.0,1,0.0,1.0,0.0,0.0,3,1.0,1.0,1.0,0.0,D
30,75,1.0,1.0,1.0,4,79,0.0,1.0,0,1.0,1.0,0.0,0.0,4,0.0,0.0,1.0,0.0,D
18,66,1.0,1.0,0.0,6,86,1.0,1.0,0,2.0,1.0,0.0,2.0,2,0.0,0.0,1.0,1.0,D
19,88,1.0,2.0,1.0,8,57,0.0,0.0,1,1.0,0.0,1.0,0.0,4,0.0,1.0,0.0,0.0,D
17,64,1.0,1.0,0.0,9,50,1.0,1.0,2,0.0,2.0,0.0,2.0,4,0.0,0.0,1.0,1.0,D
14,87,1.0,1.0,1.0,7,55,1.0,1.0,2,0.0,2.0,1.0,2.0,4,0.0,2.0,0.0,0.0,D
16,71,1.0,2.0,0.0,9,69,1.0,1.0,1,0.0,1.0,0.0,1.0,4,0.0,2.0,0.0,1.0,D
13,68,0.0,0.0,1.0,8,66,1.0,1.0,0,1.0,0.0,0.0,1.0,4,1.0,1.0,0.0,0.0,E
20,97,2.0,1.0,1.0,7,94,2.0,1.0,1,1.0,1.0,0.0,0.0,1,0.0,1.0,1.0,0.0,C
15,61,1.0,2.0,1.0,6,54,1.0,1.0,0,2.0,2.0,1.0,1.0,2,0.0,2.0,0.0,0.0,D
21,78,1.0,1.0,0.0,4,72,1.0,1.0,1,1.0,2.0,0.0,1.0,4,0.0,2.0,0.0,0.0,D
11,61,1.0,1.0,1.0,9,98,2.0,1.0,0,1.0,2.0,0.0,0.0,2,0.0,0.0,1.0,0.0,D
22,79,0.0,1.0,0.0,7,75,0.0,1.0,1,0.0,2.0,1.0,1.0,3,0.0,0.0,0.0,1.0,D
25,80,1.0,1.0,1.0,9,57,0.0,1.0,2,0.0,2.0,0.0,2.0,3,0.0,0.0,1.0,1.0,D
8,73,0.0,1.0,1.0,6,65,2.0,1.0,1,0.0,1.0,0.0,1.0,4,0.0,1.0,1.0,0.0,D
27,75,1.0,1.0,1.0,7,51,2.0,1.0,1,1.0,0.0,0.0,0.0,2,0.0,2.0,0.0,0.0,D
13,87,0.0,1.0,1.0,6,98,0.0,1.0,0,2.0,2.0,0.0,2.0,3,1.0,2.0,1.0,0.0,D
30,91,1.0,1.0,1.0,7,78,2.0,1.0,3,1.0,1.0,1.0,2.0,2,0.0,2.0,0.0,0.0,C
23,81,1.0,1.0,0.0,7,85,0.0,1.0,0,1.0,1.0,0.0,2.0,4,0.0,0.0,0.0,0.0,D
16,84,0.0,1.0,0.0,7,75,2.0,1.0,2,1.0,1.0,0.0,0.0,3,0.0,0.0,0.0,1.0,D
20,68,0.0,1.0,0.0,6,98,2.0,1.0,0,0.0,2.0,0.0,0.0,4,0.0,0.0,0.0,1.0,D
20,66,0.0,1.0,1.0,6,83,1.0,1.0,2,0.0,1.0,1.0,1.0,3,0.0,1.0,0.0,0.0,D
23,70,1.0,2.0,1.0,9,93,1.0,1.0,0,0.0,2.0,0.0,1.0,2,1.0,2.0,1.0,1.0,D
14,69,1.0,2.0,1.0,6,93,0.0,0.0,2,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,D
21,81,2.0,1.0,1.0,4,51,1.0,1.0,0,1.0,1.0,1.0,2.0,2,0.0,1.0,1.0,1.0,D
12,83,2.0,0.0,1.0,5,64,1.0,1.0,1,2.0,1.0,1.0,0.0,2,0.0,2.0,0.0,1.0,D
19,98,2.0,0.0,1.0,7,62,2.0,1.0,1,0.0,2.0,0.0,1.0,2,0.0,0.0,0.0,1.0,C
15,68,1.0,1.0,1.0,6,50,2.0,1.0,2,2.0,0.0,0.0,1.0,3,0.0,0.0,1.0,0.0,D
16,86,2.0,1.0,1.0,7,94,1.0,1.0,2,0.0,2.0,0.0,1.0,3,0.0,0.0,1.0,1.0,D
27,93,1.0,0.0,1.0,6,66,1.0,1.0,2,1.0,1.0,0.0,0.0,3,0.0,1.0,1.0,1.0,C
27,82,1.0,1.0,1.0,9,67,0.0,1.0,1,0.0,2.0,1.0,1.0,2,0.0,0.0,1.0,0.0,D
24,70,1.0,2.0,0.0,8,55,1.0,1.0,4,0.0,2.0,0.0,2.0,4,0.0,2.0,1.0,1.0,D
13,71,1.0,1.0,1.0,10,99,1.0,1.0,0,0.0,1.0,0.0,1.0,3,0.0,2.0,0.0,0.0,D
18,62,0.0,2.0,1.0,6,91,2.0,0.0,4,0.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,D
27,72,0.0,0.0,1.0,7,79,1.0,1.0,2,2.0,2.0,0.0,2.0,2,0.0,2.0,1.0,1.0,D
21,90,2.0,0.0,1.0,9,89,0.0,1.0,1,0.0,0.0,0.0,1.0,2,0.0,0.0,2.0,1.0,D
34,62,2.0,0.0,0.0,8,89,0.0,1.0,3,0.0,1.0,1.0,1.0,4,0.0,1.0,1.0,1.0,D
22,69,1.0,2.0,1.0,6,83,1.0,1.0,1,0.0,1.0,0.0,2.0,2,0.0,1.0,1.0,1.0,D
21,88,1.0,1.0,1.0,8,59,0.0,0.0,2,1.0,1.0,1.0,0.0,1,0.0,2.0,0.0,0.0,D
18,91,2.0,1.0,0.0,8,86,2.0,1.0,1,1.0,1.0,0.0,1.0,4,1.0,0.0,1.0,0.0,D
19,88,1.0,2.0,0.0,6,86,1.0,1.0,4,1.0,1.0,0.0,2.0,3,1.0,1.0,1.0,0.0,C
24,76,1.0,1.0,0.0,7,77,1.0,1.0,3,1.0,1.0,1.0,0.0,4,0.0,2.0,1.0,1.0,D
26,66,0.0,1.0,1.0,9,98,1.0,1.0,2,0.0,1.0,0.0,1.0,2,0.0,1.0,0.0,0.0,D
15,76,1.0,2.0,1.0,8,81,1.0,1.0,2,0.0,1.0,1.0,1.0,4,0.0,2.0,1.0,1.0,D
12,83,1.0,1.0,0.0,6,79,1.0,1.0,1,2.0,0.0,0.0,1.0,4,0.0,0.0,1.0,1.0,D
9,98,1.0,1.0,0.0,6,92,1.0,1.0,0,1.0,1.0,0.0,1.0,5,0.0,0.0,1.0,0.0,D
23,63,1.0,1.0,0.0,8,69,2.0,1.0,2,1.0,0.0,0.0,0.0,4,1.0,0.0,0.0,0.0,D
13,80,0.0,2.0,1.0,4,66,2.0,1.0,2,0.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,D
7,73,2.0,1.0,1.0,6,75,1.0,1.0,3,0.0,1.0,0.0,1.0,3,0.0,1.0,0.0,1.0,D
22,80,0.0,0.0,0.0,9,79,2.0,1.0,0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,D
35,61,1.0,2.0,1.0,7,61,0.0,1.0,2,1.0,1.0,1.0,2.0,4,1.0,0.0,0.0,0.0,D
20,73,2.0,1.0,1.0,6,84,2.0,1.0,0,1.0,1.0,0.0,2.0,3,0.0,0.0,1.0,0.0,D
25,93,1.0,2.0,0.0,5,90,0.0,1.0,1,1.0,1.0,0.0,2.0,2,0.0,1.0,0.0,0.0,C
20,82,1.0,1.0,1.0,8,79,0.0,1.0,1,0.0,1.0,0.0,2.0,4,0.0,0.0,0.0,0.0,D
19,78,1.0,1.0,0.0,7,76,2.0,1.0,2,1.0,0.0,0.0,1.0,3,0.0,1.0,1.0,1.0,D
26,71,2.0,0.0,0.0,7,65,1.0,1.0,1,0.0,1.0,0.0,2.0,3,0.0,1.0,0.0,1.0,D
18,72,2.0,2.0,1.0,8,95,1.0,1.0,1,1.0,1.0,0.0,0.0,4,0.0,0.0,1.0,0.0,D
22,75,1.0,1.0,0.0,7,88,0.0,1.0,0,0.0,1.0,1.0,1.0,3,0.0,2.0,2.0,0.0,D
22,93,2.0,1.0,0.0,7,74,0.0,1.0,2,1.0,2.0,0.0,0.0,3,0.0,1.0,2.0,0.0,C
16,99,0.0,1.0,1.0,5,83,0.0,1.0,0,0.0,2.0,1.0,1.0,4,0.0,2.0,0.0,1.0,D
26,78,2.0,2.0,1.0,5,67,0.0,1.0,1,2.0,2.0,1.0,0.0,3,0.0,0.0,1.0,0.0,D
19,76,2.0,1.0,1.0,8,53,1.0,1.0,1,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,D
15,94,1.0,0.0,0.0,8,60,1.0,1.0,2,1.0,1.0,0.0,1.0,4,0.0,0.0,2.0,0.0,D
23,77,2.0,2.0,1.0,8,54,1.0,1.0,1,0.0,1.0,0.0,0.0,3,0.0,1.0,1.0,1.0,D
15,82,1.0,2.0,1.0,6,75,1.0,1.0,1,1.0,0.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
20,69,1.0,1.0,1.0,8,81,2.0,1.0,2,1.0,1.0,0.0,2.0,4,0.0,0.0,0.0,0.0,D
20,90,2.0,2.0,1.0,6,69,1.0,1.0,2,2.0,2.0,0.0,1.0,3,0.0,0.0,0.0,1.0,C
27,81,1.0,0.0,1.0,9,77,0.0,1.0,1,1.0,2.0,0.0,1.0,4,0.0,1.0,1.0,1.0,D
23,92,1.0,0.0,1.0,6,54,2.0,1.0,3,1.0,1.0,0.0,2.0,2,1.0,2.0,0.0,0.0,C
20,91,1.0,1.0,1.0,6,88,1.0,1.0,1,0.0,1.0,0.0,2.0,4,0.0,0.0,1.0,0.0,D
25,69,2.0,0.0,1.0,7,52,2.0,1.0,1,0.0,1.0,0.0,2.0,4,0.0,0.0,1.0,0.0,D
28,89,2.0,2.0,0.0,8,82,1.0,1.0,0,1.0,1.0,0.0,0.0,3,0.0,2.0,2.0,0.0,C
23,92,1.0,2.0,0.0,7,72,1.0,1.0,0,0.0,1.0,0.0,1.0,4,0.0,1.0,2.0,1.0,D
20,74,1.0,1.0,1.0,7,59,0.0,1.0,5,2.0,1.0,0.0,2.0,4,0.0,0.0,0.0,1.0,D
12,67,2.0,2.0,0.0,6,76,2.0,1.0,1,0.0,1.0,0.0,0.0,2,0.0,0.0,1.0,0.0,D
14,60,1.0,0.0,1.0,7,89,0.0,1.0,2,1.0,1.0,0.0,1.0,3,0.0,0.0,1.0,0.0,D
18,78,2.0,1.0,1.0,7,71,0.0,1.0,3,1.0,1.0,0.0,1.0,4,0.0,0.0,1.0,0.0,D
16,74,2.0,2.0,1.0,6,68,0.0,1.0,2,1.0,1.0,0.0,1.0,4,0.0,1.0,0.0,0.0,D
19,82,1.0,2.0,1.0,7,57,1.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
20,68,1.0,1.0,1.0,7,80,0.0,1.0,0,0.0,1.0,1.0,1.0,4,0.0,0.0,0.0,1.0,D
23,94,1.0,0.0,1.0,10,91,2.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,C
20,70,1.0,1.0,1.0,6,78,2.0,1.0,0,1.0,1.0,1.0,2.0,2,0.0,1.0,0.0,1.0,D
23,69,1.0,1.0,1.0,6,58,2.0,1.0,0,1.0,1.0,0.0,1.0,1,0.0,2.0,0.0,1.0,D
20,79,2.0,1.0,1.0,7,83,2.0,1.0,2,1.0,1.0,0.0,2.0,2,0.0,0.0,1.0,1.0,D
8,80,2.0,0.0,0.0,6,52,2.0,1.0,2,1.0,1.0,0.0,2.0,1,0.0,0.0,0.0,1.0,D
14,69,1.0,1.0,1.0,5,92,2.0,1.0,3,0.0,0.0,0.0,0.0,2,0.0,2.0,1.0,1.0,D
19,71,2.0,2.0,0.0,5,96,2.0,1.0,2,0.0,1.0,1.0,1.0,0,1.0,1.0,0.0,1.0,D
13,67,1.0,1.0,1.0,6,80,2.0,1.0,1,0.0,2.0,0.0,0.0,2,0.0,0.0,1.0,0.0,D
24,89,1.0,0.0,1.0,6,94,0.0,1.0,2,1.0,1.0,0.0,1.0,2,0.0,0.0,2.0,0.0,D
27,78,2.0,1.0,0.0,7,61,1.0,0.0,1,0.0,1.0,0.0,0.0,3,0.0,0.0,1.0,1.0,D
19,89,1.0,2.0,1.0,4,66,0.0,1.0,1,0.0,1.0,0.0,2.0,1,0.0,2.0,0.0,1.0,D
29,89,1.0,0.0,1.0,8,89,0.0,1.0,1,1.0,2.0,1.0,1.0,4,0.0,0.0,1.0,0.0,C
21,66,1.0,1.0,1.0,6,74,1.0,1.0,2,1.0,2.0,1.0,1.0,4,0.0,0.0,0.0,1.0,D
18,99,1.0,1.0,0.0,6,67,1.0,1.0,5,0.0,1.0,0.0,2.0,3,0.0,2.0,0.0,1.0,C
16,93,1.0,1.0,1.0,8,58,1.0,1.0,1,2.0,2.0,0.0,2.0,4,0.0,1.0,0.0,1.0,C
18,68,0.0,1.0,0.0,8,91,2.0,1.0,1,0.0,2.0,1.0,1.0,3,0.0,2.0,0.0,1.0,D
18,67,2.0,1.0,0.0,6,51,1.0,1.0,0,1.0,2.0,0.0,2.0,2,0.0,1.0,0.0,1.0,D
21,65,1.0,1.0,1.0,8,67,1.0,1.0,1,0.0,1.0,0.0,2.0,2,0.0,1.0,1.0,0.0,D
21,66,1.0,1.0,0.0,9,62,0.0,0.0,3,1.0,1.0,1.0,2.0,2,0.0,0.0,0.0,0.0,D
